ID,Title,Speakers,Published?,Pinned?,Start Date & Time,End Date & Time,Type/Track,Description,Venue,Physical Address,Link To Image File,Video Stream,Tags,Custom Filter 1,Custom Filter 2,Custom Filter 3,Custom Filter 4,Host Organization,Feedback Survey URL,about,Manager Emails,Collect y/n
80,Extending Percona Monitoring and Management With Custom Collectors,Agustin Gallego,Y,N,2022-05-18 14:00:00,5.18.2022 2:50 PM,Percona,"In this session, we'll review how you can make the most out of the extensibility of PMM's custom data collectors. Be it with queries running directly in the monitored databases, or with external scripts that can gather OS-related data, PMM is all about power and freedom to implement things yourself! Additionally, we'll review how to integrate the newly collected data within PMM's native dashboards, and discuss the caveats and limitations behind this approach.",Classroom 106 M1,,,,,,,,,,,,,
82,Scaling One of the Largest On-prem Managed MySQL Fleets in India,Vaidyanathan Subramanian,Y,N,2022-05-18 09:30:00,5.18.2022 10:20 AM,MySQL 2,"In this session, we'll cover how Flipkart (India's largest e-commerce company) has built and scaled one of the largest on-prem managed MySQL fleets in India (600 clusters over 1600 VMs, with a footprint of about 1000TB).<br><br>I'll cover the entire journey of this platform, the problems it has solved, the features being provided, the overall architecture, and finally, the future of this product.",Classroom 104 M1,,,,,,,,,,,,,
83,MySQL Cookbook: Recipes for Your Business,Sveta Smirnova,Y,N,2022-05-18 10:50:00,5.18.2022 11:40 AM,MySQL 2,"MySQL Cookbook 4th edition is planned to be released this spring. I am one of the authors of the book and will show you how to ""cook"" MySQL. I will show you a few tasks with different priorities, such as JSON in MySQL for those who need flexibility; modern SQL for analytics, and Group Replication for high availability. I will also show how to write programs using JavaScript and Python languages, X DevAPI, and MySQL Shell. I expect this talk will be interesting for MySQL application developers.",Classroom 104 M1,,,,,,,,,,,,,
84,MySQL 8.0 at 4. Where are we now?,Simon Mudd,Y,N,2022-05-18 11:50:00,5.18.2022 12:40 PM,MySQL 2,This is to discuss how things have evolved with our use of MySQL 8.0 and where we stand now.<br>- some discussion of things over COVID downscaling<br>- moving everything to 8.0. Why it's hard to get all systems up to date and how to achieve that<br>- automation-related changes we saw<br>- new features that have been incrementally released - our view on them<br>- stability of 8.0<br>- overall thoughts on where MySQL should/could go from here,Classroom 104 M1,,,,,,,,,,,,,
85,Migrating Meta to MySQL 8.0,Pradeep Nayak; Herman Lee,Y,N,2022-05-18 15:00:00,5.18.2022 3:50 PM,MySQL 2,"MySQL powers some of Facebook’s most important workloads. We actively develop new features in MySQL to support our evolving requirements which change many different areas of MySQL, including client connectors, storage engine, optimizer, and replication. Each new major version of MySQL requires significant time and effort to migrate our workloads. The challenges include: porting our custom features, minimizing changes needed for application queries, and fixing performance regressions.<br><br>In this talk, we will share our story about how we went about achieving the migration from 5.6 → 8.0 for our workloads at Meta.",Classroom 104 M1,,,,,,,,,,,,,
86,Cleaning the Room - Everything You Need To Know About Vacuum,Charly Batista,Y,N,2022-05-18 15:00:00,5.18.2022 3:50 PM,PostgreSQL 2,"Vacuum is a very important but largely misunderstood topic in Postgres world, but we will change it now! We will dive deep into the Postgres storage system and its multi-version model (MVCC) during this presentation to give us the needed base to understand what is and why we need Vacuum.<br><br>We will then discuss the Vacuum, its implementation, what it does, how it does its job, and also the Autovacuum, the automated keeper that is in charge keeping everything clean and tidy, as well as the settings related to it and how it can influence performance (for good or for bad).",Salon 2 Zlotnik L,,,,,,,,,,,,,
87,Advanced Data Types in PostgreSQL,Andreas Scherbaum,Y,N,2022-05-18 10:50:00,5.18.2022 11:40 AM,PostgreSQL 2,"The “Tour de Data Types” talk provided an overview of the rich set of basic data types in PostgreSQL. But there are more data types available, which can and should be used in applications. PostgreSQL also allows you to combine simple types into more complex structures, or create your very own data type.<br><br>This talk starts with ENUM types, and how to create and use them. From there we will discover Arrays and Composite types, look into Range types and finally learn how you can create your own data type.",Salon 2 Zlotnik L,,,,,,,,,,,,,
88,PostgreSQL Query Performance Insights,Hamid Akhtar,Y,N,2022-05-18 11:50:00,5.18.2022 12:40 PM,PostgreSQL 2,"Understanding query performance patterns are essentially the foundation for query performance tuning. It, in many ways, dictates how a database cluster evolves. And then there are direct and indirect cost connotations as well.<br><br>With improved observability, using the right tools, you can get the best out of your existing setup and ensure that it is able to handle not only the average load profile but peak load as well. We'll see how different tools like pg_stat_activity, pg_stat_statements, auto_explain, pgBadger, and pg_stat_monitor can deliver a complete picture to help measure, analyze and optimize your queries and database system.",Salon 2 Zlotnik L,,,,,,,,,,,,,
89,Evaluating PostgreSQL Compatibility in Distributed SQL Databases,Denis Magda,Y,N,2022-05-18 14:00:00,5.18.2022 2:50 PM,PostgreSQL 2,"Google Spanner announced support for PostgreSQL, validating the importance of such compatibility. But many distributed SQL databases have taken radically different approaches. This has major implications for developers.<br><br>We will examine the degree of compatibility across four databases: Google Spanner, Amazon Aurora, CockroachDB, and YugabyteDB.",Salon 2 Zlotnik L,,,,,,,,,,,,,
9,The Paradigm Shift - Understanding the Move To Distributed Databases,Liquan Pei,Y,N,2022-05-17 14:30:00,5.17.2022 3:20 PM,Partner,"Databases still face one monumental challenge. &nbsp;Despite all the features, all of the capabilities, and advanced data parsing, the modern SQL RDBMS maintains data integrity by storing data in a single controlled location.<br><br>Distributed databases break that barrier. Using the consensus technology that underpins blockchain, an emerging group of databases - like PingCAP TiDB, Cockroach DB, and YugabyteDB - are bringing SQL compliant distributed data storage to the general cloud.<br><br>We will discuss the underlying technologies that enable distributed databases, the current state of the technology, and cover some of the considerations for current and future development projects.",Classroom 202 M2,,,,,,,,,,,,,
90,A Deep Dive Into PostgreSQL Indexing,Ibrar Ahmad,Y,N,2022-05-18 15:00:00,5.18.2022 3:50 PM,PostgreSQL 2,"Indexes are a fundamental feature of relational databases, and &nbsp;PostgreSQL offers developers and designers a rich collection of options. To take advantage of these entirely, users need to understand the basic concept of indexes to compare the different index types and apply them to different application scenarios. Only then can you make an informed decision about your database index strategy and design. One thing is for sure: Not all indexes are appropriate for all circumstances, and using a ‘wrong’ index can have the opposite effect to what you intend. Armed with more advanced knowledge, you can avoid this worst-case scenario!",Salon 2 Zlotnik L,,,,,,,,,,,,,
91,Going the distance,Peter Boros,Y,N,2022-05-16 09:00:00,5.16.2022 9:45 AM,Database 101 for Developers,"In every DBA's life, there is a point where data needs to be copied over great distances. This can be the other coast, or it can be another continent. &nbsp;It can be because of implementing a disaster recovery system, it can be because distant read replicas are needed for the application.<br><br>In this talk, we use examples with MySQL and xtrabackup to discuss the issues of long-distance copies and the potential performance tuning opportunities. In this talk, we will:<br><br>Examine the characteristics of transferring a large amount of data over WAN links.<br>Discuss compression and encryption options.<br>Check out options for copying an already existing backup.<br>Check out options for streaming backups.<br><br>",Classroom 201 M2,,,,,,,,,,,,,
94,Congratulations! You're Also the DBA!,David Stokes,Y,N,2022-05-16 09:45:00,5.16.2022 10:30 AM,Database 101 for Developers,"Are you an accidental DBA? Suddenly find out that, in addition to your other duties, you have to keep the database humming along too? Well, this is the session for you! &nbsp;<br><br>In this talk, you'll learn the five things you HAVE TO DO to keep a database happy and healthy. &nbsp;Even if your enterprise needs a DBA only five minutes a week, there are certainly some things that you need to know before tackling a database task to keep data safe.",Classroom 201 M2,,,,,,,,,,,,,
95,A Survey of MySQL Indexes Types,David Stokes,Y,N,2022-05-16 13:30:00,5.16.2022 2:15 PM,Database 101 for Developers,Adding an index to a table is a popular way to try and speed up queries. But MySQL has several types of indexes and many options. &nbsp;Which is best for your need? Do you need to ignore indexes for hash joins? Can functional indexes help the optimizer plan for a better query? And how do you test an index's effectiveness? This session will detail what you need to know to configure the best possible index for the needs of your applications in a simple and concise fashion.,Classroom 201 M2,,,,,,,,,,,,,
96,Percona Monitoring and Management (PMM) for Novices,David Stokes,Y,N,2022-05-16 14:15:00,5.16.2022 3:00 PM,Database 101 for Developers,"Percona Monitoring and Management (PMM) is an open source database observability, monitoring, and management tool for MySQL, PostgreSQL, and MongoDB that simplify operations, optimize performance, and improve the security of your database services. <br>This session will cover the installation of PMM, how to register your databases with it, and how to use PMM to make your life simpler. This session with start at zero and make you a hero at monitoring your MySQL, PostgreSQL, and MongoDB databases.",Classroom 201 M2,,,,,,,,,,,,,
97,How To Ease Major MySQL Upgrades!,Arunjith Aravindan; Alison Savage,Y,N,2022-05-16 15:00:00,5.16.2022 3:45 PM,Database 101 for Developers,"For a variety of reasons, including new features, performance benefits, bug fixes, and so on, it is essential to upgrade MySQL to the most recent version. Databases with obsolete versions are vulnerable. Major version upgrades, on the other hand, can be problematic if they haven't been well tested with your application, as the procedure may break it, render it inoperable, or cause performance issues. The goal of this talk is to go over the details of how to make major MySQL upgrades easier!<br><br>",Classroom 201 M2,,,,,,,,,,,,,
98,Optimizing MySQL for I/O,Taras Onishchuk,Y,N,2022-05-16 09:00:00,5.16.2022 9:45 AM,Advanced Database Topics,Best practices for tuning MySQL and Linux in regards to I/O subsystem and analysis of I/O throughput.,Classroom 202 M2,,,,,,,,,,,,,
99,Troubleshooting MySQL From a MySQL Developer Perspective,Marcelo Altmann,Y,N,2022-05-16 09:45:00,5.16.2022 10:30 AM,Advanced Database Topics,"Working as a MySQL Developer as part of the Bugs committee exposes you to a variety of bugs, such as server crashes, memory leaks, wrong query results, internal thread deadlocks, and others. In this talk, I will cover some of the technics we utilize to troubleshoot MySQL when things are not working as expected.<br><br>Some of the topics covered include:<ul><li>Reproducible test cases</li><li>Git Bisect</li><li>Stack Traces</li><li>GDB</li><li>Record and Replay</li></ul>By the end of this session, attendees will grasp how to tackle analyses of when software is not working as expected.",Classroom 202 M2,,,,,,,,,,,,,
